Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,BBAND_L2_day,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign
伯東,7433,2024-11-20 00:00:00+00:00,4495.0,4730.0,6170.0,-33.3,1.3,0,0.0,-3.0,44.5,41.8,46.2,43.9,77.9,57.3,4367.3,0,0,0,0,0,0,0
コンドーテック,7438,2024-11-20 00:00:00+00:00,1364.0,1382.0,1419.0,27.5,1.0,0,1.6,-1.9,65.0,42.1,72.0,68.6,250.1,61.3,1208.6,0,0,0,0,0,0,0
ナガイレーベン,7447,2024-11-20 00:00:00+00:00,2182.0,2486.0,2702.0,-35.8,0.5,0,-1.9,-2.6,38.9,39.1,35.5,39.4,63.5,65.9,2175.2,0,0,1,0,0,1,0
良品計画,7453,2024-11-20 00:00:00+00:00,2982.5,3014.0,3014.0,42.8,12.0,0,7.4,-4.5,67.1,35.7,77.8,63.1,129.4,45.3,2186.6,0,0,0,0,0,0,0
松田産業,7456,2024-11-20 00:00:00+00:00,3015.0,3265.0,3290.0,-24.3,-3.7,0,-0.5,-3.0,46.5,40.4,43.7,44.2,78.2,68.0,2926.3,0,0,0,0,0,0,0
第一興商,7458,2024-11-20 00:00:00+00:00,1856.0,1915.0,2881.0,20.9,-1.0,0,0.2,-3.5,57.6,34.7,56.3,58.1,148.9,51.3,1787.6,0,0,0,0,0,0,0
メディパルホールディングス,7459,2024-11-20 00:00:00+00:00,2450.0,2608.0,2763.5,-19.8,2.0,0,0.4,-2.4,48.5,41.1,49.8,46.0,64.2,62.2,2346.0,0,0,0,0,0,0,0
ＳＰＫ,7466,2024-11-20 00:00:00+00:00,2055.0,2097.0,2387.0,8.6,0.4,0,1.2,-1.8,53.3,42.9,58.9,53.9,115.1,58.4,1977.8,0,0,0,0,0,0,0
萩原電気ホールディングス,7467,2024-11-20 00:00:00+00:00,3245.0,3495.0,5230.0,-41.3,-0.4,0,-0.5,-3.0,43.3,38.5,42.7,42.4,108.7,53.7,3176.2,0,0,0,0,0,0,0
アルビス,7475,2024-11-19 00:00:00+00:00,2614.0,2797.0,2899.0,-23.4,0.1,0,-0.6,-1.6,42.7,41.2,40.2,41.7,38.2,50.1,2584.3,0,0,0,0,0,1,0
アズワン,7476,2024-11-20 00:00:00+00:00,2745.5,3149.0,3245.0,-33.2,-0.8,0,-1.5,-3.9,44.8,38.9,42.6,43.9,67.7,59.0,2690.3,0,0,0,0,0,0,0
シモジマ,7482,2024-11-20 00:00:00+00:00,1293.0,1388.0,1471.0,-2.7,-0.5,0,-0.4,-2.6,48.4,37.3,45.4,47.4,53.6,55.2,1276.9,0,0,0,0,0,1,0
ドウシシャ,7483,2024-11-20 00:00:00+00:00,2109.0,2216.0,2462.0,-23.1,0.9,0,1.4,-2.1,48.1,39.5,52.1,40.1,70.0,59.4,2029.6,0,0,0,0,0,0,0
高速,7504,2024-11-20 00:00:00+00:00,2416.0,2668.0,2668.0,-9.6,-2.9,0,-0.9,-2.3,46.1,43.3,39.7,43.3,53.6,58.8,2392.0,0,0,0,0,0,1,0
Ｇ‐７ホールディングス,7508,2024-11-20 00:00:00+00:00,1457.0,1736.0,1736.0,-42.0,0.2,0,-0.5,-3.7,40.6,39.9,37.0,35.7,35.5,55.7,1394.8,0,0,0,0,0,1,0
たけびし,7510,2024-11-20 00:00:00+00:00,2088.0,2228.0,2514.0,-32.8,3.5,0,0.7,-1.8,46.0,41.1,49.4,44.1,121.3,55.7,1971.2,0,0,0,0,0,0,0
コジマ,7513,2024-11-20 00:00:00+00:00,1027.0,1097.0,1102.0,10.2,-1.3,0,-0.7,-2.9,52.2,39.0,48.9,53.9,137.8,48.2,1014.4,0,0,0,0,0,0,0
コーナン商事,7516,2024-11-20 00:00:00+00:00,3600.0,3745.0,4655.0,-32.1,2.6,0,1.0,-2.6,47.0,38.4,52.1,42.5,148.9,55.3,3497.7,0,0,0,0,0,0,0
ネットワンシステムズ,7518,2024-11-20 00:00:00+00:00,4490.0,4540.0,4540.0,231.1,11.6,0,3.0,-3.7,77.6,38.6,83.5,76.6,97.8,57.6,2963.9,0,0,0,0,0,0,0
エコス,7520,2024-11-20 00:00:00+00:00,2047.0,2176.0,2530.0,-9.8,0.4,0,0.0,-2.1,47.1,40.5,47.4,46.6,79.4,51.6,2019.8,0,0,0,0,0,0,0
ワタミ,7522,2024-11-20 00:00:00+00:00,1011.0,1126.0,1216.0,36.5,-2.7,0,-1.6,-2.8,57.7,39.0,53.5,66.1,405.2,49.4,912.1,0,0,0,0,0,0,0
リックス,7525,2024-11-20 00:00:00+00:00,2765.0,2973.0,4645.0,-30.1,4.5,0,2.2,-2.4,50.4,40.5,57.5,45.7,122.0,55.0,2575.7,0,0,0,0,0,0,0
パン・パシフィック・インターナショナルホールディングス,7532,2024-11-20 00:00:00+00:00,3744.0,3888.0,4092.0,-4.6,-0.4,0,1.3,-3.0,52.0,42.1,53.8,49.2,84.1,57.0,3585.1,0,0,0,0,0,0,0
丸文,7537,2024-11-20 00:00:00+00:00,1053.0,1121.0,1780.0,3.1,-0.4,0,-0.7,-3.3,48.1,40.7,48.0,50.3,86.4,59.6,996.0,0,0,0,0,0,0,0
西松屋チェーン,7545,2024-11-20 00:00:00+00:00,2207.0,2559.0,2576.0,-51.3,1.6,0,-0.0,-2.9,41.3,40.6,38.1,35.5,49.1,54.7,2175.7,0,0,0,0,0,1,0
ゼンショーホールディングス,7550,2024-11-20 00:00:00+00:00,8978.0,9074.0,9074.0,76.5,31.6,0,9.9,-2.3,71.5,41.9,77.3,59.4,192.2,62.9,7008.2,0,0,0,0,0,0,0
ハピネット,7552,2024-11-20 00:00:00+00:00,4000.0,4305.0,4305.0,-3.8,-0.5,0,0.1,-2.1,51.7,43.0,49.9,50.1,115.8,59.2,3838.4,0,0,0,0,0,0,0
幸楽苑ホールディングス,7554,2024-11-20 00:00:00+00:00,1287.0,1321.0,1456.0,5.9,0.6,0,1.3,-2.6,56.8,37.6,62.3,56.3,148.5,49.5,1222.9,0,0,0,0,0,0,0
日本ライフライン,7575,2024-11-20 00:00:00+00:00,1280.0,1317.0,1342.0,22.4,0.2,0,0.5,-2.9,61.9,37.8,62.3,63.8,151.4,58.8,1142.1,0,0,0,0,0,0,0
サイゼリヤ,7581,2024-11-20 00:00:00+00:00,5260.0,5930.0,6300.0,-2.1,-11.5,0,-1.4,-3.2,46.6,40.7,43.2,47.3,95.0,58.4,5110.3,0,0,0,0,0,0,0
ＶＴホールディングス,7593,2024-11-20 00:00:00+00:00,458.0,471.0,548.0,-3.3,0.1,0,0.9,-2.3,46.7,39.8,50.3,43.3,112.4,57.4,441.4,0,0,0,0,0,0,0
アルゴグラフィックス,7595,2024-11-20 00:00:00+00:00,5110.0,5330.0,5330.0,-49.4,6.3,0,2.9,-2.7,54.0,41.6,57.5,47.4,141.8,60.8,4648.6,0,0,0,0,0,0,0
魚力,7596,2024-11-20 00:00:00+00:00,2397.0,2468.0,2628.0,-3.8,0.6,0,-0.2,-1.4,48.1,43.7,48.2,49.1,76.3,56.0,2354.8,0,0,0,0,0,0,0
ＩＤＯＭ,7599,2024-11-20 00:00:00+00:00,1051.0,1283.0,1457.0,-13.7,1.3,0,1.9,-4.3,49.1,39.0,52.1,47.5,50.5,59.7,977.2,0,0,0,0,0,1,0
日本エム・ディ・エム,7600,2024-11-20 00:00:00+00:00,616.0,734.0,1063.0,-22.5,0.7,0,0.1,-4.1,36.4,33.7,34.5,29.1,46.4,44.3,585.7,0,0,0,0,0,0,0
フジ・コーポレーション,7605,2024-11-20 00:00:00+00:00,1969.0,2097.0,2331.0,-16.4,4.6,0,1.8,-2.9,51.1,40.7,56.9,49.3,79.6,57.6,1764.9,0,0,0,0,0,0,0
ユナイテッドアローズ,7606,2024-11-20 00:00:00+00:00,2361.0,2464.0,2542.0,26.4,3.1,0,2.1,-4.1,59.0,37.1,61.7,57.5,228.9,53.5,2050.9,0,0,0,0,0,0,0
進和,7607,2024-11-20 00:00:00+00:00,2847.0,2874.0,2979.0,46.0,3.0,0,3.2,-2.8,68.1,40.7,79.8,70.4,219.7,58.5,2535.3,0,0,0,0,0,0,0
ダイトロン,7609,2024-11-20 00:00:00+00:00,2779.0,2898.0,3585.0,2.3,-0.5,0,-0.2,-3.1,50.0,40.9,49.0,50.1,54.9,62.9,2728.1,0,0,0,0,0,1,0
ハイデイ日高,7611,2024-11-20 00:00:00+00:00,2737.0,2792.0,3155.0,7.7,0.1,0,0.7,-2.5,53.6,38.9,57.3,53.1,185.8,46.2,2669.8,0,0,0,0,0,0,0
シークス,7613,2024-11-20 00:00:00+00:00,1142.0,1168.0,1772.0,7.9,-0.3,0,1.2,-4.0,53.1,36.8,56.0,54.1,156.9,57.2,1083.6,0,0,0,0,0,0,0
コロワイド,7616,2024-11-20 00:00:00+00:00,1705.0,1731.0,2640.5,0.5,1.5,0,0.6,-3.1,49.4,39.7,55.4,52.6,123.1,56.1,1624.2,0,0,0,0,0,0,0
オーハシテクニカ,7628,2024-11-20 00:00:00+00:00,1935.0,1959.0,1959.0,21.6,6.9,0,4.1,-2.3,66.7,40.9,75.7,61.6,67.7,55.3,1562.6,0,0,0,0,0,0,0
壱番屋,7630,2024-11-20 00:00:00+00:00,1010.0,1052.0,1338.0,-1.4,-0.5,0,-0.6,-2.0,44.8,40.1,42.0,46.1,89.2,43.4,1003.4,0,0,0,0,0,0,0
白銅,7637,2024-11-20 00:00:00+00:00,2312.0,2498.0,2960.0,-0.8,-1.5,0,-1.5,-2.9,43.8,39.1,41.8,47.8,80.7,55.0,2235.1,0,0,0,0,0,0,0
スギホールディングス,7649,2024-11-20 00:00:00+00:00,2566.0,2755.5,2781.5,-9.2,0.0,0,-0.2,-2.6,49.5,38.4,47.3,47.4,127.4,61.8,2525.3,0,0,0,0,0,0,0
薬王堂ホールディングス,7679,2024-11-20 00:00:00+00:00,2051.0,2460.0,2962.0,-81.7,2.6,0,-0.2,-2.8,29.2,37.7,27.6,21.4,40.9,45.2,1970.9,0,0,0,0,0,1,0
島津製作所,7701,2024-11-20 00:00:00+00:00,4311.0,4921.0,4921.0,-56.0,-5.9,0,-2.0,-3.1,41.3,39.2,35.8,40.0,63.7,63.0,4263.4,0,0,0,0,0,0,0
長野計器,7715,2024-11-20 00:00:00+00:00,2540.0,2614.0,3540.0,-7.0,4.7,0,1.8,-3.5,51.9,41.1,57.2,51.1,64.8,52.2,2325.6,0,0,0,0,0,0,0
ブイ・テクノロジー,7717,2024-11-20 00:00:00+00:00,2184.0,2612.0,3300.0,-66.0,-4.3,0,-2.4,-4.3,35.8,36.2,30.8,33.3,20.9,49.2,2120.6,0,0,1,0,0,1,0
スター精密,7718,2024-11-20 00:00:00+00:00,1864.0,2038.0,2172.0,-14.7,-3.3,0,-0.5,-2.6,45.0,41.2,43.7,44.4,86.7,69.7,1786.6,0,0,0,0,0,0,0
東京計器,7721,2024-11-20 00:00:00+00:00,3565.0,3715.0,4025.0,101.2,12.1,0,3.5,-2.7,62.0,43.3,67.2,62.1,167.9,74.7,2595.4,0,0,0,0,0,0,0
愛知時計電機,7723,2024-11-20 00:00:00+00:00,1982.0,2101.0,2878.0,-3.5,0.6,0,0.0,-2.3,48.6,42.0,49.9,49.1,87.5,51.9,1898.6,0,0,0,0,0,0,0
インターアクション,7725,2024-11-20 00:00:00+00:00,1011.0,1261.0,1750.0,-39.1,0.3,0,-0.9,-4.8,34.2,37.1,30.4,28.4,35.9,55.7,991.4,0,0,0,0,0,1,0
東京精密,7729,2024-11-20 00:00:00+00:00,7768.0,8926.0,13515.0,61.6,-22.0,0,-1.6,-3.4,46.8,41.8,45.6,49.7,135.5,65.8,7219.0,0,0,0,0,0,0,0
マニー,7730,2024-11-20 00:00:00+00:00,1786.0,1899.5,2365.5,2.6,-0.7,0,-0.2,-3.3,47.7,37.0,48.9,49.8,127.9,57.3,1700.5,0,0,0,0,0,0,0
ニコン,7731,2024-11-20 00:00:00+00:00,1865.0,1992.0,1992.0,57.5,-3.9,0,0.8,-3.9,58.2,38.7,56.9,59.9,93.8,65.3,1734.1,0,0,0,0,0,0,0
トプコン,7732,2024-11-20 00:00:00+00:00,1525.0,1645.5,2158.5,-4.9,-1.2,0,0.2,-4.3,48.6,38.4,48.4,47.3,57.2,59.5,1467.3,0,0,0,0,0,1,0
オリンパス,7733,2024-11-20 00:00:00+00:00,2527.0,2850.0,2850.0,-41.6,-4.2,0,-0.5,-3.1,44.0,41.2,40.2,39.1,84.6,70.9,2406.5,0,0,0,0,0,0,0
理研計器,7734,2024-11-20 00:00:00+00:00,3725.0,4370.0,4440.0,-27.3,-15.0,0,-3.0,-3.2,42.4,41.6,36.6,43.0,110.7,56.0,3592.6,0,0,0,0,0,0,0
ＳＣＲＥＥＮホールディングス,7735,2024-11-20 00:00:00+00:00,9266.0,11140.0,20045.0,-158.2,-12.0,0,-1.5,-4.7,42.3,39.7,41.4,43.1,81.4,58.3,8927.3,0,0,0,0,0,0,0
キヤノン電子,7739,2024-11-20 00:00:00+00:00,2498.0,2518.0,2556.0,47.7,1.1,0,1.1,-2.1,64.8,41.5,70.2,68.1,286.3,64.6,2279.9,0,0,0,0,0,0,0
タムロン,7740,2024-11-20 00:00:00+00:00,4310.0,4535.0,4830.0,-49.5,5.8,0,2.1,-2.9,51.4,41.4,53.6,47.0,120.2,68.3,3983.7,0,0,0,0,0,0,0
ＨＯＹＡ,7741,2024-11-20 00:00:00+00:00,19925.0,21695.0,21695.0,92.9,-23.1,0,-1.1,-3.1,49.3,41.9,46.0,50.5,115.0,60.1,19221.3,0,0,0,0,0,0,0
シード,7743,2024-11-20 00:00:00+00:00,468.0,509.0,865.0,-5.8,-0.5,0,-1.6,-3.0,35.8,35.3,31.2,34.9,61.6,46.6,464.8,0,0,0,0,0,0,0
ノーリツ鋼機,7744,2024-11-20 00:00:00+00:00,4150.0,4335.0,4660.0,-19.1,9.6,0,2.4,-3.9,53.5,39.8,57.1,50.3,99.0,62.2,3652.7,0,0,0,0,0,0,0
Ａ＆Ｄホロンホールディングス,7745,2024-11-20 00:00:00+00:00,1954.0,2275.0,3475.0,-41.7,-4.2,0,-2.7,-4.5,39.5,39.8,35.9,39.9,71.4,60.7,1899.2,0,0,1,0,0,0,0
朝日インテック,7747,2024-11-20 00:00:00+00:00,2595.0,2601.5,3111.0,0.3,5.0,0,3.4,-3.9,57.5,37.7,62.8,53.2,121.2,57.8,2347.6,0,0,0,0,0,0,0
キヤノン,7751,2024-11-20 00:00:00+00:00,5010.0,5115.0,5115.0,30.8,-0.6,0,0.3,-2.3,54.1,40.3,53.9,53.9,104.9,63.4,4846.6,0,0,0,0,0,0,0
リコー,7752,2024-11-20 00:00:00+00:00,1628.5,1704.5,1704.5,17.8,-1.6,0,-0.7,-3.4,54.6,40.3,50.3,55.3,88.9,62.8,1603.9,0,0,0,0,0,0,0
シチズン時計,7762,2024-11-20 00:00:00+00:00,902.0,956.0,1113.0,-5.9,-0.2,0,-0.0,-3.3,45.6,41.5,44.6,43.3,52.4,63.1,889.1,0,0,0,0,0,1,0
リズム,7769,2024-11-20 00:00:00+00:00,3555.0,4210.0,4350.0,-14.9,-12.0,0,-6.1,-3.4,37.8,40.3,30.0,45.2,49.3,51.9,3569.7,0,1,1,0,0,1,1
メニコン,7780,2024-11-20 00:00:00+00:00,1588.0,1730.0,2682.0,40.2,-3.8,0,-2.5,-4.2,53.8,33.8,47.6,61.0,154.4,45.3,1563.3,0,0,0,0,0,0,0
パラマウントベッドホールディングス,7817,2024-11-20 00:00:00+00:00,2543.0,2645.0,2921.0,2.8,-0.1,0,0.2,-2.2,50.5,40.3,51.1,50.2,49.2,60.8,2428.0,0,0,0,0,0,1,0
トランザクション,7818,2024-11-20 00:00:00+00:00,2307.0,2616.0,2616.0,5.1,-4.1,0,1.2,-3.6,54.1,39.2,51.1,49.3,148.7,57.4,2148.6,0,0,0,0,0,0,0
ニホンフラッシュ,7820,2024-11-20 00:00:00+00:00,855.0,928.0,1039.0,-6.2,-0.7,0,-1.3,-2.8,38.5,38.9,32.3,38.2,42.1,50.2,852.5,0,0,1,0,0,1,0
前田工繊,7821,2024-11-20 00:00:00+00:00,1860.0,1897.0,1897.0,-2.7,3.4,0,4.6,-2.7,62.1,40.3,67.7,51.7,93.4,59.1,1656.6,0,0,0,0,0,0,0
フルヤ金属,7826,2024-11-20 00:00:00+00:00,3515.0,4150.0,4735.0,-85.7,-6.9,0,-2.2,-4.3,39.1,41.2,33.3,37.7,65.5,54.0,3384.9,0,0,1,0,0,0,0
バンダイナムコホールディングス,7832,2024-11-20 00:00:00+00:00,3101.0,3496.0,3496.0,1.8,-4.2,0,-2.7,-2.8,46.0,39.6,42.4,48.8,70.0,62.1,3038.0,0,0,0,0,0,0,0
ＳＨＯＥＩ,7839,2024-11-20 00:00:00+00:00,2221.0,2357.0,2740.0,-25.3,-6.2,0,3.6,-3.1,50.2,40.7,50.8,43.5,80.7,54.7,1975.0,0,0,0,0,0,0,0
フランスベッドホールディングス,7840,2024-11-20 00:00:00+00:00,1238.0,1280.0,1415.0,1.6,-0.5,0,-0.0,-1.7,51.8,40.4,49.2,50.0,199.5,53.1,1224.6,0,0,0,0,0,0,0
マーベラス,7844,2024-11-20 00:00:00+00:00,576.0,588.0,761.0,-5.3,0.9,0,2.4,-2.5,51.5,37.8,58.2,47.3,152.9,45.3,531.8,0,0,0,0,0,0,0
パイロットコーポレーション,7846,2024-11-20 00:00:00+00:00,4983.0,5060.0,5319.0,102.3,-0.1,0,1.5,-2.7,65.1,38.7,67.8,66.7,183.7,53.1,4599.8,0,0,0,0,0,0,0
萩原工業,7856,2024-11-20 00:00:00+00:00,1415.0,1600.0,1861.0,-27.8,-0.9,0,-0.9,-2.5,38.5,38.5,32.0,34.1,64.2,53.4,1352.7,0,0,0,0,0,0,0
エイベックス,7860,2024-11-20 00:00:00+00:00,1502.0,1549.0,1585.0,-5.2,1.0,0,2.0,-3.6,53.8,37.1,54.8,49.9,70.3,56.3,1393.7,0,0,0,0,0,0,0
フジシールインターナショナル,7864,2024-11-20 00:00:00+00:00,2462.0,2618.0,2618.0,9.0,-2.8,0,-0.6,-3.0,50.7,38.9,48.1,51.6,114.1,63.9,2391.6,0,0,0,0,0,0,0
タカラトミー,7867,2024-11-20 00:00:00+00:00,4052.0,4381.0,4381.0,73.4,-5.1,0,-0.2,-2.6,56.0,42.7,53.2,57.1,135.1,67.8,3717.5,0,0,0,0,0,0,0
広済堂ホールディングス,7868,2024-11-20 00:00:00+00:00,457.0,575.0,821.0,-6.1,-2.1,0,-4.3,-4.6,40.8,39.0,35.5,41.8,42.1,51.3,445.3,0,0,0,0,0,1,0
レック,7874,2024-11-20 00:00:00+00:00,1188.0,1348.0,1483.0,-22.8,-1.7,0,-0.7,-3.5,43.9,35.4,39.9,39.9,95.2,55.5,1133.8,0,0,0,0,0,0,0
三光合成,7888,2024-11-20 00:00:00+00:00,612.0,624.0,777.0,7.2,-0.0,0,0.4,-3.9,54.5,37.1,58.6,58.2,96.3,50.7,571.8,0,0,0,0,0,0,0
プロネクサス,7893,2024-11-20 00:00:00+00:00,1250.0,1318.0,1383.0,-1.7,-1.0,0,-0.8,-2.3,46.8,39.1,41.8,46.4,110.8,65.4,1239.5,0,0,0,0,0,0,0
ＴＯＰＰＡＮホールディングス,7911,2024-11-20 00:00:00+00:00,4066.0,4733.0,4733.0,16.5,-15.3,0,-4.9,-2.9,41.7,40.3,34.0,48.3,100.9,65.4,3968.6,0,1,0,0,0,0,0
大日本印刷,7912,2024-11-20 00:00:00+00:00,2388.0,2757.0,2767.5,-12.3,-7.6,0,-4.3,-2.4,40.0,40.9,32.2,43.7,45.3,60.4,2378.5,0,1,1,0,0,1,0
共同印刷,7914,2024-11-20 00:00:00+00:00,3985.0,4040.0,4040.0,120.7,11.6,0,3.1,-2.8,69.6,40.7,79.4,72.1,374.2,54.0,3051.7,0,0,0,0,0,0,0
ＮＩＳＳＨＡ,7915,2024-11-20 00:00:00+00:00,1707.0,1967.0,2170.0,-35.4,-2.9,0,-1.8,-3.5,41.6,39.4,38.5,40.4,66.0,63.7,1627.3,0,0,0,0,0,0,0
藤森工業,7917,2024-11-20 00:00:00+00:00,4135.0,4450.0,4605.0,-18.6,-3.6,0,-1.3,-2.4,45.8,40.9,43.8,47.1,105.9,54.7,4031.8,0,0,0,0,0,0,0
ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,7921,2024-11-20 00:00:00+00:00,2654.0,2718.0,3195.0,-4.9,1.0,0,-0.2,-2.0,46.7,40.8,48.2,49.2,113.6,56.4,2572.5,0,0,0,0,0,0,0
前澤化成工業,7925,2024-11-20 00:00:00+00:00,1799.0,1856.0,1942.0,5.6,-0.6,0,-0.5,-1.5,50.0,42.3,48.0,52.2,63.7,44.1,1752.6,0,0,0,0,0,0,0
未来工業,7931,2024-11-20 00:00:00+00:00,3685.0,3735.0,5400.0,55.5,2.5,0,1.4,-2.2,59.6,39.8,66.8,62.0,128.9,44.4,3299.6,0,0,0,0,0,0,0
アシックス,7936,2024-11-20 00:00:00+00:00,2825.5,2971.5,3092.0,-19.8,5.1,0,5.1,-4.1,55.7,42.1,59.1,48.9,73.9,63.1,2474.3,0,0,0,0,0,0,0
ＪＳＰ,7942,2024-11-20 00:00:00+00:00,2058.0,2047.0,2392.0,16.7,3.0,0,2.5,-2.2,61.9,39.2,74.9,63.2,308.8,60.8,1852.9,0,0,0,1,0,0,0
ニチハ,7943,2024-11-20 00:00:00+00:00,2936.0,3570.0,3760.0,-108.3,-7.0,0,-3.1,-3.0,32.9,38.4,28.3,32.2,58.9,60.1,2754.2,0,1,1,0,0,1,0
ローランド,7944,2024-11-20 00:00:00+00:00,4005.0,4010.0,4985.0,24.0,2.4,0,2.6,-2.8,60.9,40.3,68.8,58.0,146.4,54.5,3771.1,0,0,0,0,0,0,0
エフピコ,7947,2024-11-20 00:00:00+00:00,2574.0,2785.0,3047.0,-21.8,-0.4,0,-2.2,-2.7,42.0,36.9,37.6,42.6,109.2,53.0,2558.8,0,0,0,0,0,0,0
小松ウオール工業,7949,2024-11-20 00:00:00+00:00,1507.0,1565.0,1730.0,0.3,0.2,0,-0.3,-1.9,49.1,41.4,48.9,50.5,62.9,58.8,1459.4,0,0,0,0,0,0,0
ヤマハ,7951,2024-11-20 00:00:00+00:00,1064.5,1288.0,1944.7,-33.7,-2.1,0,-2.0,-3.6,39.6,35.1,34.2,37.0,82.6,53.6,987.1,0,0,0,0,0,0,0
河合楽器製作所,7952,2024-11-20 00:00:00+00:00,2975.0,3040.0,4020.0,10.7,7.0,0,4.4,-3.7,60.8,38.8,71.7,57.2,234.8,50.7,2612.2,0,0,0,0,0,0,0
クリナップ,7955,2024-11-20 00:00:00+00:00,696.0,723.0,798.0,-0.1,-0.1,0,-0.5,-2.3,47.7,41.7,46.1,49.0,52.7,57.0,689.3,0,0,0,0,0,1,0
ピジョン,7956,2024-11-20 00:00:00+00:00,1449.5,1742.0,2160.0,-43.4,-2.5,0,-0.6,-3.5,39.6,35.3,35.4,33.8,63.5,54.2,1340.3,0,0,0,0,0,0,0
天馬,7958,2024-11-20 00:00:00+00:00,3040.0,3055.0,3055.0,62.7,0.9,0,2.3,-2.7,63.6,40.0,66.1,63.1,289.0,55.1,2766.7,0,0,0,0,0,0,0
キングジム,7962,2024-11-20 00:00:00+00:00,848.0,865.0,921.0,0.2,-0.2,0,-0.3,-1.4,47.6,39.7,45.7,49.2,70.7,56.3,843.8,0,0,0,0,0,0,0
象印マホービン,7965,2024-11-20 00:00:00+00:00,1624.0,1701.0,2161.0,-8.4,0.7,0,1.8,-3.2,54.0,38.9,56.6,46.9,161.6,54.6,1550.8,0,0,0,0,0,0,0
リンテック,7966,2024-11-20 00:00:00+00:00,3040.0,3440.0,3600.0,-38.1,-2.3,0,-1.4,-2.0,43.6,43.0,40.3,42.2,92.8,66.1,3006.4,0,0,0,0,0,0,0
信越ポリマー,7970,2024-11-20 00:00:00+00:00,1645.0,1682.0,1799.0,35.4,0.4,0,0.6,-2.6,59.3,42.6,62.9,63.9,347.3,66.0,1426.8,0,0,0,0,0,0,0
イトーキ,7972,2024-11-20 00:00:00+00:00,1592.0,1682.0,2089.0,36.0,1.2,0,-0.5,-3.4,55.8,41.9,55.6,60.9,135.0,61.2,1334.2,0,0,0,0,0,0,0
任天堂,7974,2024-11-20 00:00:00+00:00,8175.0,8340.0,9100.0,68.1,1.5,0,0.7,-2.5,54.1,40.8,55.8,54.7,183.0,68.3,7734.6,0,0,0,0,0,0,0
三菱鉛筆,7976,2024-11-20 00:00:00+00:00,2497.0,2666.0,2737.0,35.3,-2.4,0,-1.6,-2.5,52.4,42.1,48.0,58.9,96.3,60.3,2385.6,0,0,0,0,0,0,0
松風,7979,2024-11-20 00:00:00+00:00,2055.0,2450.0,2790.0,-50.8,-1.4,0,-2.0,-3.0,39.6,39.9,34.3,37.4,42.4,55.8,2008.8,0,0,1,0,0,1,0
タカラスタンダード,7981,2024-11-20 00:00:00+00:00,1626.0,1699.0,1965.0,5.4,-0.4,0,-0.1,-2.4,51.5,39.4,51.3,52.9,173.6,66.9,1599.3,0,0,0,0,0,0,0
コクヨ,7984,2024-11-20 00:00:00+00:00,2810.5,2809.5,2809.5,42.1,4.6,0,3.5,-2.1,64.6,42.6,69.9,61.4,132.5,64.7,2369.0,0,0,0,1,1,0,0
ニフコ,7988,2024-11-20 00:00:00+00:00,3619.0,3760.0,4418.0,28.6,1.7,0,-0.2,-3.1,52.8,40.3,54.4,56.0,198.3,63.2,3317.3,0,0,0,0,0,0,0
立川ブラインド工業,7989,2024-11-20 00:00:00+00:00,1353.0,1365.0,1543.0,11.4,0.7,0,0.9,-2.4,57.4,41.0,61.9,58.7,153.4,56.9,1258.4,0,0,0,0,0,0,0
グローブライド,7990,2024-11-20 00:00:00+00:00,1958.0,1992.0,2373.0,16.7,-0.2,0,1.3,-4.1,56.1,38.4,59.8,56.6,126.3,53.2,1827.6,0,0,0,0,0,0,0
オカムラ,7994,2024-11-20 00:00:00+00:00,1950.0,2008.0,2421.0,-4.3,0.5,0,0.1,-2.7,48.5,40.0,49.8,48.5,73.7,61.5,1864.4,0,0,0,0,0,0,0
バルカー,7995,2024-11-20 00:00:00+00:00,3310.0,3410.0,5270.0,-16.6,2.1,0,1.6,-2.6,50.4,41.4,55.4,47.9,121.0,54.5,3153.7,0,0,0,0,0,0,0
伊藤忠商事,8001,2024-11-20 00:00:00+00:00,7736.0,7991.0,8166.0,56.9,0.5,0,-0.3,-2.0,52.9,45.0,52.3,55.4,131.6,67.4,7375.4,0,0,0,0,0,0,0
丸紅,8002,2024-11-20 00:00:00+00:00,2411.5,2519.0,3138.0,8.9,0.8,0,0.6,-2.9,51.0,41.4,53.6,52.0,79.9,65.9,2238.1,0,0,0,0,0,0,0
スクロール,8005,2024-11-20 00:00:00+00:00,1046.0,1049.0,1101.0,13.9,1.4,0,2.3,-3.2,66.9,39.2,77.5,67.8,231.3,58.4,914.7,0,0,0,0,0,0,0
高島,8007,2024-11-20 00:00:00+00:00,1194.0,1276.0,1451.0,-12.5,0.6,0,1.1,-2.1,49.9,39.8,50.4,44.4,71.1,54.3,1153.5,0,0,0,0,0,0,0
ヨンドシーホールディングス,8008,2024-11-20 00:00:00+00:00,1818.0,1885.0,2087.0,-7.9,-0.3,0,-0.2,-2.1,42.6,40.1,38.7,40.2,111.7,57.8,1812.1,0,0,0,0,0,0,0
